Artikul;Nomenklatura;Ves;Obyem;Koeffitsient;Nomenklaturnaya gruppa;Nomenklatura.Assortimentnaya gruppa;Nomenklatura. Proekty Misteriya;Nomenklatura.Kategoriya;Nomenklatura.Osnovnoy postavschik
455057;Myagkoe mylo-pena Tork Premium, 1litr;6,5;0,018;6;Mylo-pena;Mylo zhidkoe;3. Servirovka stola i tovary dlya klininga;pod zakaz;FLITSERVIS KO OOO
99471143;Mylo zhidkoe;;0,05;20;Mylo zhidkoe do 1.0 l s vintovoy kryshkoy i proch.;Mylo zhidkoe;3. Servirovka stola i tovary dlya klininga;Tender;SVZKh OOO
470072ch;"Zhidkoe mylo Sinergetik ""Lavanda"" s effektom uvlazhneniya, gipoallergennoe, REFILL PACK (zapasnoy blok), 0.5l.";;;25;Mylo zhidkoe do 1.0 l s vintovoy kryshkoy i proch.;Mylo zhidkoe;3. Servirovka stola i tovary dlya klininga;pod zakaz;SINERGETIK OOO
455057l;Mylo-pena KEMAN neytralnoe, parfyumirovannoe, 1000 ml (S4);5,15;0,01;6;Mylo-pena;Mylo zhidkoe;3. Servirovka stola i tovary dlya klininga;pod zakaz;TK SERVIS OOO
455057n;Mylo-pena KEMAN neytralnoe, parfyumirovannoe, 800 ml (S3);;;6;Mylo-pena;Mylo zhidkoe;3. Servirovka stola i tovary dlya klininga;pod zakaz;TK SERVIS OOO
210440;"Plenka PE pisch. 450mm kh 200m belaya ""E"" 5 mkm";3,4;0,021;10;Plenki pischevye PE 450 mm;Plenki pischevye;4. Polietilenovaya upakovka;;DPZ PRODAZhI I MARKETING OOO
210501/;Plenka PE pisch. 450mm kh 250m belaya, 9 mkm;9;0,023;8;Plenki pischevye PE 450 mm;Plenki pischevye;4. Polietilenovaya upakovka;pod zakaz;DPZ PRODAZhI I MARKETING OOO
210475;Plenka PE pisch. 450mm kh 200m zheltaya, 7 mkm;8,8;0,023;10;Plenki pischevye PE 450 mm;Plenki pischevye;4. Polietilenovaya upakovka;;DPZ PRODAZhI I MARKETING OOO
210450zh;Plenka PE pisch. 450mm kh 200m zheltaya, 7 mkm;5,4;0,021;10;Plenki pischevye PE 450 mm;Plenki pischevye;4. Polietilenovaya upakovka;pod zakaz;D-POLIMER OOO
821050sh;Plenka PE pisch. 450mm kh 250m (E) prozrachnaya;;;12;Plenki pischevye PE 450 mm;Plenki pischevye;4. Polietilenovaya upakovka;<>;OMEGA OOO
210647a;"Plenka pischev., 450mmkh900m 9mkm, zhelt., ""E"", PE";1,9;0,024;2;Plenki pischevye PE 450 mm;Plenki pischevye;4. Polietilenovaya upakovka;pod zakaz;DPZ PRODAZhI I MARKETING OOO
210459;"Plenka PE pisch. 450mm kh 200m belaya ""E"", 9 mkm";9;0,023;9;Plenki pischevye PE 450 mm;Plenki pischevye;4. Polietilenovaya upakovka;;DPZ PRODAZhI I MARKETING OOO
210647p;"Plenka PE pisch. 450mm kh 900m belaya ""E"", 9 mkm";4;0,024;4;Plenki pischevye PE 450 mm;Plenki pischevye;4. Polietilenovaya upakovka;pod zakaz;POLIROL OOO
210470e;Plenka PE pisch. 450mmkh200m 7mkm, bel.;4,35;0,018;8;Plenki pischevye PE 450 mm;Plenki pischevye;4. Polietilenovaya upakovka;vremenno ne postavlyaetsya;EVROPAK-TREYD OOO
501443/;"Komplekt ""4""(v.prozr-l.prozr-z/ch-salf)";3,6;0,038;0,2;"Komplekty 4 ""Lozhka st.+Vilka+Salfetka+Zubochistka""";Komplekty stolovykh priborov;1. Odnorazovaya posuda;pod zakaz;YuMIPAK OOO
501443//;"Komplekt ""4""(v.prozr-l.prozr-z/ch-salf)";3,5;0,04;0,2;"Komplekty 4 ""Lozhka st.+Vilka+Salfetka+Zubochistka""";Komplekty stolovykh priborov;1. Odnorazovaya posuda;;YuMIPAK OOO
501444;"Komplekt ""4""(v.chern-st.l chern-z/ch-salf)";3,6;0,038;0,2;"Komplekty 4 ""Lozhka st.+Vilka+Salfetka+Zubochistka""";Komplekty stolovykh priborov;1. Odnorazovaya posuda;pod zakaz;YuMIPAK OOO
501555;"Komplekt ""5"" (st.l-v-ch.l-salf-vl.salf)";3,5;0,047;0,3;"Komplekty 5 ""Lozhka st.+Vilka+Lozhka ch.+Salfetka+Salfetka vl.""";Komplekty stolovykh priborov;1. Odnorazovaya posuda;pod zakaz;YuMIPAK OOO
501102a;"Komplekt ""1"" (nozh)";1,5;0,032;0,4;"Komplekty 1 ""Nozh""";Komplekty stolovykh priborov;1. Odnorazovaya posuda;snyat s proizvodstva;DIAPAZON AO
211509oo;Plenka pisch. PVKh 450mm kh 900m 9mkm;6;0,01;1;Plenki pischevye PVKh 430-450 mm;Plenki pischevye;4. Polietilenovaya upakovka;;PIVIRAN OOO
280208;"Paket lamin. 21kh32kh8sm ""Tsvety v vaze"",""Babochki na zelenom "", bum.";5;0,025;100;Pakety podarochnye laminirovannye razmer L;Pakety-sumki;4. Polietilenovaya upakovka;ARKhIV;PAKET-PRINT OOO
280207;"Paket lamin. 21kh32kh8sm ""Kotyata ""  , bum.";5;0,025;100;Pakety podarochnye laminirovannye razmer L;Pakety-sumki;4. Polietilenovaya upakovka;ARKhIV;PAKET-PRINT OOO
280418;"Paket lamin. 25kh35kh9sm ""Istoriya moreplavaniya "", bum.";7,3;0,025;100;Pakety podarochnye laminirovannye razmer L;Pakety-sumki;4. Polietilenovaya upakovka;vremenno ne postavlyaetsya;PAKET-PRINT OOO
280405;"Paket lamin. 25kh35kh9sm ""Podsolnukhi"", bum.";7,3;0,025;100;Pakety podarochnye laminirovannye razmer L;Pakety-sumki;4. Polietilenovaya upakovka;ARKhIV;PAKET-PRINT OOO
280410;"Paket lamin. 25kh35kh9sm ""Morskie rakushki ""  bum.";7,3;0,025;100;Pakety podarochnye laminirovannye razmer L;Pakety-sumki;4. Polietilenovaya upakovka;ARKhIV;PAKET-PRINT OOO
280404v;"Paket lamin. 25kh35kh9sm ""Buket na zelenom"", bum.";8;0,035;100;Pakety podarochnye laminirovannye razmer L;Pakety-sumki;4. Polietilenovaya upakovka;vremenno ne postavlyaetsya;PAKET-PRINT OOO
370394;"Paket lamin. 26,4kh32,7kh13,6 sm razmer L ""Golograficheskiy Miks"", bum.";18;0,048;240;Pakety podarochnye laminirovannye razmer L;Pakety-sumki;4. Polietilenovaya upakovka;snyat s prodazh;ALT-PAK OOO
280438m;Paket lamin. 26kh33kh14sm (L340-344 MIKS), bum. dizayn v assortimente.;15,5;0,045;200;Pakety podarochnye laminirovannye razmer L;Pakety-sumki;4. Polietilenovaya upakovka;pod zakaz;ARTPLAST AO
280403;"Paket lamin. 25kh35kh9sm ""Butylka i bokal "", bum.";7,3;0,025;100;Pakety podarochnye laminirovannye razmer L;Pakety-sumki;4. Polietilenovaya upakovka;ARKhIV;PAKET-PRINT OOO
280207b;"Paket lamin. 21kh32kh8sm ""Svechi""  21kh32kh 8sm, bum.";6;0,024;100;Pakety podarochnye laminirovannye razmer L;Pakety-sumki;4. Polietilenovaya upakovka;vremenno ne postavlyaetsya;PAKET-PRINT OOO
250051;Korobka d/pitstsy 340kh340kh40mm, belyy mikrogofrokarton TRAPETsIYa profil E;6;0,031;50;Korobki dlya pitstsy belye iz mikrogofrokartona 300-390 mm;Korobki dlya pitstsy;2. Upakovka;pod zakaz;KTK OOO
250038;Korobka d/pitstsy Transformer (Italyanskaya), 323kh323kh35mm, bel., mikrogofrokarton.E;9,8;0,055;100;Korobki dlya pitstsy belye iz mikrogofrokartona 300-390 mm;Korobki dlya pitstsy;2. Upakovka;snyat s prodazh;KTK OOO
991028;Lozhka stolov., 165mm, bel., PS 100 sht/up;6,2;0,033;2000;Lozhki plastikovye stolovye belye 165 mm;Lozhki;1. Odnorazovaya posuda;Tender;
146020;Lozhka stolov., 165mm, bel., PS, art.280988;5,765;0,02;20;Lozhki plastikovye stolovye belye 165 mm;Lozhki;1. Odnorazovaya posuda;Komus;DIAPAZON AO
141040;Lozhka stolov. 165, (kompakt), bel., PS;7,5;0,028;2,8;Lozhki plastikovye stolovye belye 165 mm;Lozhki;1. Odnorazovaya posuda;;EVROPAK OOO
141099;Lozhka stolov., 165mm, belaya, PS;6,2;0,033;2;Lozhki plastikovye stolovye belye 165 mm;Lozhki;1. Odnorazovaya posuda;Aktsiya BONUS 2%;RTS (Radiotekhnicheskie Sistemy) OOO
141095;Lozhka stolov., 165mm, (kompakt), bel., PS;5,465;0,018;2;Lozhki plastikovye stolovye belye 165 mm;Lozhki;1. Odnorazovaya posuda;snyat s prodazh;Zielinski Antoni PPH ZELAN ZPChr
580180;Plenka 350+350mmkh1000 m 12,5mkm, termousadochnaya, POF;6,5;0,006;1;Plenki termousadochnye POF;Plenki nepischevye;1. Odnorazovaya posuda;TsPP;PIVIRAN OOO
580165b;Plenka 400+400mmkh1000m 12,5mkm, termousadochnaya, POF;8,6;0,02;1;Plenki termousadochnye POF;Plenki nepischevye;1. Odnorazovaya posuda;TsPP;PIVIRAN OOO
2135201;Plenka termousadochnaya polurukav POF 350mm kh 600m, 19mkm;;;1;Plenki termousadochnye POF;Plenki nepischevye;4. Polietilenovaya upakovka;;PIVIRAN OOO
213519;Plenka termousadochnaya polurukav POF 250/500mm kh 750m, 15mkm;4,5;0,013;1;Plenki termousadochnye POF;Plenki nepischevye;4. Polietilenovaya upakovka;pod zakaz;PIVIRAN OOO
213524;Plenka termousadochnaya polurukav POF 350/700mm kh 750m, 12,5mkm;16,5;0,017;1;Plenki termousadochnye POF;Plenki nepischevye;4. Polietilenovaya upakovka;pod zakaz;PIVIRAN OOO
213520;Plenka termousadochnaya polurukav POF 500/1000mm kh 600m, 19mkm;11;0,022;1;Plenki termousadochnye POF;Plenki nepischevye;4. Polietilenovaya upakovka;pod zakaz;PIVIRAN OOO
107293;Kryshka d/stakanov, d/khol./gor., d 80mm, bel., s klapanom, PS;3,5;0,036;1;Kryshki PS s klapanom D 80 mm;Kryshki dlya stakanov;1. Odnorazovaya posuda;;KADO-PRIM OOO
107296ch;Kryshka d/stakanov, d/khol./gor., d 80mm, chern., s klapanom, PS;4;0,042;1;Kryshki PS s klapanom D 80 mm;Kryshki dlya stakanov;1. Odnorazovaya posuda;;KhOLDING PROTEK OOO
88107293;Kryshka d/stakanov, d/khol./gor., d 80mm, bel., s klapanom, PS;;0,036;1;Kryshki PS s klapanom D 80 mm;Kryshki dlya stakanov;1. Odnorazovaya posuda;;KADO-PRIM OOO
842417;Taz 10l A9102;0,8;0,01;1;Tara khozyaystvennaya prochaya;Tara khozyaystvennaya prochaya;3. Servirovka stola i tovary dlya klininga;pod zakaz;TK VOLGOROST OOO
843186;Taz kruglyy 3l;;;1;Tara khozyaystvennaya prochaya;Tara khozyaystvennaya prochaya;3. Servirovka stola i tovary dlya klininga;dlya Mist.- Volgograd;TK VOLGOROST OOO
520015;Bumazhnye gorshki dlya rassady 6 yacheek, tsvet v assortimente, 10sht/up;1,6;0,02;5;Tara khozyaystvennaya prochaya;Tara khozyaystvennaya prochaya;2. Upakovka;pod zakaz;SOEMZ AO
842451;Taz plastmassovyy;0,6;0,05;1;Tara khozyaystvennaya prochaya;Tara khozyaystvennaya prochaya;3. Servirovka stola i tovary dlya klininga;dlya Mist.- N.Novgorod;Zhirov Dmitriy Vladimirovich IP
843187;Taz kruglyy 5l;;;1;Tara khozyaystvennaya prochaya;Tara khozyaystvennaya prochaya;3. Servirovka stola i tovary dlya klininga;dlya Mist.- Volgograd;TK VOLGOROST OOO
661040;Korobka plastikovaya 68kh68kh318 pod fuzhery dlya shampanskogo;5;0,007;100;Tara khozyaystvennaya prochaya;Tara khozyaystvennaya prochaya;1. Odnorazovaya posuda;TsPP;BAYST OOO
591901;Korzina dlya plastikovykh priborov;0,05;0,001;1;Tara khozyaystvennaya prochaya;Tara khozyaystvennaya prochaya;6. Raskhodnye materialy (prochie);<>;MARKGRUPP OOO
423203;"Protirochnyy material 175m, 500list/rul, 2 sl., ""Veiro Professional Comfort"", sin.";21;0,05;3;Polotentsa bumazhnye dlya dispenserov v rulonakh iz makulatury;Protirochnye salfetki;3. Servirovka stola i tovary dlya klininga;;Syktyvkar Tissyu Grup
470079ts;"Mylo zhidkoe biorazlagaemoe ""Sinergetik Polevye tsvety "", d/mytya ruk, 5l.";20,1;0,032;4;Mylo zhidkoe ot 3.5 l v kanistrakh;Mylo zhidkoe;3. Servirovka stola i tovary dlya klininga;pod zakaz;SINERGETIK OOO
470079f;"Mylo zhidkoe biorazlagaemoe ""Sinergetik Fruktovyy miks"", d/mytya ruk, 5l.";21;0,023;4;Mylo zhidkoe ot 3.5 l v kanistrakh;Mylo zhidkoe;3. Servirovka stola i tovary dlya klininga;;SINERGETIK OOO
159709;Kryshka 134kh97mm, prozrachnaya, PP;3,8;0,063;0,6;Kryshki k pryamougolnym konteyneram universalnye PP dlinoy do 150 mm;Kryshki k konteyneram universalnye;2. Upakovka;pod zakaz;KAShTAN M OOO
159628a;Kryshka pryamoug., 108kh82kh3mm, prozrachn., PP;3,2;0,042;1;Kryshki k pryamougolnym konteyneram universalnye PP dlinoy do 150 mm;Kryshki k konteyneram universalnye;2. Upakovka;dlya RF;KAShTAN SPB OOO
8159885;Kryshka pryamoug., prozrachn., PP;3,503;0,075;0,5;Kryshki k pryamougolnym konteyneram universalnye PP dlinoy do 150 mm;Kryshki k konteyneram universalnye;2. Upakovka;pod zakaz;INDUSTRIYa UPAKOVKI OOO TD
291087;PET butylka prozrachn., 0.5 l,  h 202 mm, d 62 mm, s kryshkoy, shirokoe gorlo;3,2;0,105;0,12;Butylki PET 0.5-0.9 l shirokoe gorlo;Butylki PET;2. Upakovka;;MASTERPET OOO
291088;PET butylka kvadratn., prozrachn., 0.5 l,  h 175 mm, 58kh58mm, s kryshkoy, shirokoe gorlo;3,2;0,105;0,12;Butylki PET 0.5-0.9 l shirokoe gorlo;Butylki PET;2. Upakovka;pod zakaz;MASTERPET OOO
291034;PET butylka prozrachn., 0.097 l s kryshkoy, shirokoe gorlo;6,95;0,114;0,4;Butylki PET 0.25 l i menee shirokoe gorlo;Butylki PET;2. Upakovka;;VNEShTORGPLASTIK OOO
291070;PET butylka, prozrachn., 1.5 l s kryshkoy;2;0,12;0,045;Butylki PET 1.0-1.5 l uzkoe gorlo prozrachnye;Butylki PET;2. Upakovka;;VNEShTORGPLASTIK OOO
8291006ch;PET butylka, prozrachn.,1,5l,gorlo 28mm,kryshka v komplekte;3;0,22;0,1;Butylki PET 1.0-1.5 l uzkoe gorlo prozrachnye;Butylki PET;2. Upakovka;;TYuMENPLASTSEVER OOO
8291046;Butylka PET 1.5 l, s kryshkoy, prozrachn., uzkoe gorlo;1,85;0,17;0,075;Butylki PET 1.0-1.5 l uzkoe gorlo prozrachnye;Butylki PET;2. Upakovka;;MIR-PLAST OOO
8291044;Butylka PET,0.5l, s kryshkoy, prozrachn., shirokoe gorlo;2,6;0,12;0,15;Butylki PET 0.5-0.9 l shirokoe gorlo;Butylki PET;2. Upakovka;;MIR-PLAST OOO
8291044u;Butylka PET,0.5l, s kryshkoy, prozrachn., uzkoe gorlo;2,65;0,12;0,15;Butylki PET 0.5-0.9 l shirokoe gorlo;Butylki PET;2. Upakovka;;MIR-PLAST OOO
8291049;Butylka PET,0.3l, s kryshkoy, prozrachn., shirokoe gorlo;2,5;0,09;0,15;Butylki PET 0.5-0.9 l shirokoe gorlo;Butylki PET;2. Upakovka;;MIR-PLAST OOO
8291047;Butylka PET,0.25l, s kryshkoy, prozrachn., shirokoe gorlo;1,75;0,1;0,1;Butylki PET 0.5-0.9 l shirokoe gorlo;Butylki PET;2. Upakovka;;MIR-PLAST OOO
829801d;PET butylka prozrachn., 0.1l, b/kryshki, kruglaya,shirokoe gorlo;;;0,4;Butylki PET 0.25 l i menee shirokoe gorlo;Butylki PET;2. Upakovka;;NOVATEK
177078;Butylka proz. s kryshkoy 500ml PET d-62mm, h-202mm, shirokoe gorlo, 120sht/kor;3,2;0,105;1;Butylki PET 0.5-0.9 l shirokoe gorlo;Butylki PET;2. Upakovka;Komus;MASTERPET OOO
291080;PET butylka prozrachn., 0.25l, krugl., s kryshkoy,, shirokoe gorlo, PET;2,7;0,067;0,15;Butylki PET 0.25 l i menee shirokoe gorlo;Butylki PET;2. Upakovka;pod zakaz;MASTERPET OOO
470119g;Antibakterialnoe zhidkoe mylo IQUP Clean Care Luxe PET 1 l v assort.;13,8;0,02;12;Mylo zhidkoe antibakterialnoe 1.0-3.4 l s vintovoy kryshkoy;Mylo zhidkoe;3. Servirovka stola i tovary dlya klininga;;AYKAP OOO
470119s;Antibakterialnoe zhidkoe mylo IQUP Clean Care NEO PET 1 l v assort.;13,8;0,02;12;Mylo zhidkoe antibakterialnoe 1.0-3.4 l s vintovoy kryshkoy;Mylo zhidkoe;3. Servirovka stola i tovary dlya klininga;;AYKAP OOO
8478012g/;Zhidkoe krem-mylo MILANA zhemchuzhnoe,1 l, s dozatorom;6,6;0,012;6;Krem-mylo 1.0-3.4 l s pompoy-dozatorom;Mylo zhidkoe;3. Servirovka stola i tovary dlya klininga;;ASTARTA OOO
470072e;Zhidkoe mylo dlya ruk Sinergetik �Imbir i bergamot� antibakterialnoe, s effektom uvlazhneniya, REFILL PACK (zapasnoy blok), 1l.;;;15;Mylo zhidkoe antibakterialnoe 1.0-3.4 l s vintovoy kryshkoy;Mylo zhidkoe;3. Servirovka stola i tovary dlya klininga;pod zakaz;SINERGETIK OOO
8470012;Mylo zhidkoe Nika-khozyaystvennoe antibakterialnoe, flakon,1l.;;;1;Mylo zhidkoe antibakterialnoe 1.0-3.4 l s vintovoy kryshkoy;Mylo zhidkoe;3. Servirovka stola i tovary dlya klininga;;LIDER2017 OOO
8478012i;Zhidkoe krem-mylo MILANA guava,1.0l, s dozatorom;12;0,02;12;Krem-mylo 1.0-3.4 l s pompoy-dozatorom;Mylo zhidkoe;3. Servirovka stola i tovary dlya klininga;pod zakaz;FORMULA ChISTOTY OOO
430098z;Perchatki nitrilovye neopudr.  r-r M, chernye;4,5;0,014;10;Perchatki nitrilovye razmer M;Perchatki;3. Servirovka stola i tovary dlya klininga;pod zakaz;OPTITREYD OOO
430098l//;Perchatki nitrilovye neopudr. r-r XL, chernye;3,8;0,014;10;Perchatki nitrilovye razmer XL;Perchatki;3. Servirovka stola i tovary dlya klininga;pod zakaz;OPTITREYD OOO
430098l;Perchatki nitrilovye neopudr. r-r XL, golubye;4,5;0,015;10;Perchatki nitrilovye razmer XL;Perchatki;3. Servirovka stola i tovary dlya klininga;pod zakaz;OPTITREYD OOO
430098l/;Perchatki nitrilovye neopudr. r-r XL, chernye;4,3;0,016;10;Perchatki nitrilovye razmer XL;Perchatki;3. Servirovka stola i tovary dlya klininga;pod zakaz;OPTITREYD OOO
430204b;"Perchatki nitrilovye ""KRASNAYa ORKhIDEYa"" bez talka, razmer M";4,1;0,015;10;Perchatki nitrilovye razmer M;Perchatki;3. Servirovka stola i tovary dlya klininga;COV2019;Zhangjiagang Yong Tong Import and Export Co.,ltd
429085;Perchatki odnoraz., elastomer (TPE), r-r L;2,7;0,011;10;Perchatki elastomernye razmer L;Perchatki;4. Polietilenovaya upakovka;;Zhangjiagang Yong Tong Import and Export Co.,ltd
430328a;Perchatki nitrilovye povyshennoy prochnosti neopudrennye (khozyaystvennye), razmer M;7;0,025;10;Perchatki nitrilovye razmer M;Perchatki;3. Servirovka stola i tovary dlya klininga;snyat s prodazh;ASD OOO
158055;Kryshka d-70,3mm, prozrachnaya, OPS;1,5;0,034;1;Kryshki k kruglym konteyneram universalnye PS D do 120 mm;Kryshki k konteyneram universalnye;2. Upakovka;ARKhIV;KIV Kreis GmbH
158050b;Kryshka d-67mm, prozrachnaya, OPS;5;0,1;1;Kryshki k kruglym konteyneram universalnye PS D do 120 mm;Kryshki k konteyneram universalnye;2. Upakovka;ARKhIV;KIV Kreis GmbH
158112;Kryshka, vneshn. d-95mm, prozrachnaya, OPS;6;0,147;2;Kryshki k kruglym konteyneram universalnye PS D do 120 mm;Kryshki k konteyneram universalnye;2. Upakovka;pod zakaz;KAShTAN M OOO
411543k/;Kryshka dlya kremanki  250 ml D=93 mm, PS;;;1;Kryshki k kruglym konteyneram universalnye PS D do 120 mm;Kryshki k konteyneram universalnye;2. Upakovka;pod zakaz;KLASSIKA-OPT OOO
158180;Kryshka d-110mm, prozrachnaya, OPS;8,4;0,092;1,5;Kryshki k kruglym konteyneram universalnye PS D do 120 mm;Kryshki k konteyneram universalnye;2. Upakovka;pod zakaz;TSK KOMUS OOO
253074;Konteyner d/sushi, 330ml, pryamoug., vnesh. 184kh162kh17mm, vnutr. 156kh134kh16mm, 4-sekts., chern., PS;6,8;0,073;0,6;Konteynery dlya sushi universalnye mnogosektsionnye;Konteynery dlya sushi;2. Upakovka;snyat s prodazh;TSK KOMUS OOO
265947;Upakovka d/sushi (4 yacheyki), vnesh. 266kh151kh40mm, vnutr. 254kh139kh40mm, chern., PS;6,98;0,081;0,4;Konteynery dlya sushi universalnye mnogosektsionnye;Konteynery dlya sushi;2. Upakovka;;KADO-PRIM OOO
253074a;Konteyner d/sushi, 330ml, pryamoug., vnesh. 184kh162kh17mm, vnutr. 156kh134kh16mm, 4-sekts., chern., PS;8,48;0,087;0,9;Konteynery dlya sushi universalnye mnogosektsionnye;Konteynery dlya sushi;2. Upakovka;pod zakaz;TSK KOMUS OOO
825412;Konteyner RP-210 4-kh sektsionnyy vnesh. D=180 mm, h=19 mm, vnut D=155 mm, h=19 mm, OPS;6;0,05;0,35;Konteynery dlya sushi universalnye mnogosektsionnye;Konteynery dlya sushi;2. Upakovka;pod zakaz;SOYuZ TREYD OOO
253069;Konteyner d/sushi, pryamoug., vnesh. 184kh162kh17mm, vnutr. 156kh134kh16mm, 4-sekts., chern., PS;6,8;0,073;0,6;Konteynery dlya sushi universalnye mnogosektsionnye;Konteynery dlya sushi;2. Upakovka;pod zakaz;TSK KOMUS OOO
253088;Konteyner d/sushi, pryamoug., vnesh. 195kh107kh41mm, 3-sekts., chern., PS;;;0,84;Konteynery dlya sushi universalnye mnogosektsionnye;Konteynery dlya sushi;2. Upakovka;;TSK KOMUS OOO
210277;Plenka PE pisch. 300mm kh 250m belaya, 7 mkm;6,4;0,016;10;Plenki pischevye PE 300 mm;Plenki pischevye;4. Polietilenovaya upakovka;pod zakaz;DPZ PRODAZhI I MARKETING OOO
430443v;Perchatki Khayrisk lateksnye povyshennoy prochnosti neopudrennye (khozyaystvennye) r-r XL;7,9;0,02;10;Perchatki lateksnye povyshennoy prochnosti (khozyaystvennye) razmer XL;Perchatki;3. Servirovka stola i tovary dlya klininga;;Zhangjiagang Yong Tong Import and Export Co.,ltd
430446v;Perchatki PREMIUM GIATsINT khoz. lateksnye s khlopkovym napyleniem kauchuk na khlopk. osnove Lyuks-klass, osobo prochnye razmer XL;15;0,03;240;Perchatki lateksnye povyshennoy prochnosti (khozyaystvennye) razmer XL;Perchatki;3. Servirovka stola i tovary dlya klininga;;Zhangjiagang Yong Tong Import and Export Co.,ltd
430324v;Perchatki lateksnye povyshennoy prochnosti neopudrennye (khozyaystvennye), razmer KhL;8,1;0,025;10;Perchatki lateksnye povyshennoy prochnosti (khozyaystvennye) razmer XL;Perchatki;3. Servirovka stola i tovary dlya klininga;snyat s prodazh;KALIBR OOO
843035;Perchatki lateksnye khoz. /XL;10;0,024;240;Perchatki lateksnye povyshennoy prochnosti (khozyaystvennye) razmer XL;Perchatki;3. Servirovka stola i tovary dlya klininga;pod zakaz;DIMAKS PLYuS OOO
430999v;Perchatki neylonovye belye bez pokrytiya;;;1;Perchatki neylonovye;Perchatki;3. Servirovka stola i tovary dlya klininga;snyat s prodazh;FABRIKA OOO
843044kh;Perchatki lateksnye povyshennoy prochnosti neopudr.(khozyaystvennye),razmer XL;7,6;0,02;10;Perchatki lateksnye povyshennoy prochnosti (khozyaystvennye) razmer XL;Perchatki;3. Servirovka stola i tovary dlya klininga;pod zakaz;GOLD PAK OOO
430440/g;Perchatki Khayrisk lateksnye povyshennoy prochnosti neopudrennye r-r KhL;9,3;0,025;10;Perchatki lateksnye povyshennoy prochnosti (khozyaystvennye) razmer XL;Perchatki;3. Servirovka stola i tovary dlya klininga;;OPTITREYD OOO
430440/v;Perchatki Khayrisk lateksnye povyshennoy prochnosti neopudrennye r-r KhL;9,3;0,025;10;Perchatki lateksnye povyshennoy prochnosti (khozyaystvennye) razmer XL;Perchatki;3. Servirovka stola i tovary dlya klininga;;OPTITREYD OOO
843090m;Perchatki neylonovye chernye, mikrotochka;7,5;0,01;2500;Perchatki neylonovye;Perchatki;3. Servirovka stola i tovary dlya klininga;;EVROTEKS OOO
430446v/;Perchatki PREMIUM GIATsINT khoz. lateksnye s khlopkovym napyleniem kauchuk na khlopk. osnove Lyuks-klass, osobo prochnye razmer XL;15;0,03;240;Perchatki lateksnye povyshennoy prochnosti (khozyaystvennye) razmer XL;Perchatki;3. Servirovka stola i tovary dlya klininga;Marketpleys Wildberries;Zhangjiagang Yong Tong Import and Export Co.,ltd
291084;PET butylka kvadratn., prozrachn., 0.3 l, s kryshkoy, shirokoe gorlo;4,5;0,288;0,25;Butylki PET 0.3-0.45 l shirokoe gorlo;Butylki PET;2. Upakovka;pod zakaz;MASTERPET OOO
264192a;Upakovka pryam. vneshn. 241x172x55mm, vnutr.220kh155kh50mm, prozrachnaya, PET;7;0,08;0,36;Upakovka dlya konditerskikh izdeliy plastikovaya s nerazyemnoy kryshkoy pryamougolnaya dlinoy 230-249 mm;Upakovka dlya konditerskikh izdeliy plastikovaya s nerazyemnoy kryshkoy;2. Upakovka;pod zakaz;KhOLDING PROTEK OOO
264705;Upakovka pryam. vnesh. 314kh192kh58mm, vnutr. 290x160x50mm, prozrachnaya, OPS;6;0,098;0,15;Upakovka dlya konditerskikh izdeliy plastikovaya s nerazyemnoy kryshkoy pryamougolnaya dlinoy ot 250 mm;Upakovka dlya konditerskikh izdeliy plastikovaya s nerazyemnoy kryshkoy;2. Upakovka;pod zakaz;KhOLDING PROTEK OOO
264370;Upakovka 2,0=(0,5+1,5)l, 212kh100kh85mm, prozrachnaya, OPS;9;0,121;0,2;Upakovka dlya konditerskikh izdeliy plastikovaya s nerazyemnoy kryshkoy pryamougolnaya dlinoy 200-219 mm;Upakovka dlya konditerskikh izdeliy plastikovaya s nerazyemnoy kryshkoy;2. Upakovka;pod zakaz;TSK KOMUS OOO
264503;Upakovka pryam. vnesh. 241x172x71mm, vnutr. 219kh151kh63mm, 1kg, prozrachnaya, OPS RK-30 (M);10;0,117;0,35;Upakovka dlya konditerskikh izdeliy plastikovaya s nerazyemnoy kryshkoy pryamougolnaya dlinoy 230-249 mm;Upakovka dlya konditerskikh izdeliy plastikovaya s nerazyemnoy kryshkoy;2. Upakovka;pod zakaz;TSK KOMUS OOO
262420;Upakovka pryam. vnesh. 244kh114kh70mm, vnutr. 221kh75kh59mm, 0,5kg, prozrachnaya, OPS;6;0,085;0,35;Upakovka dlya konditerskikh izdeliy plastikovaya s nerazyemnoy kryshkoy pryamougolnaya dlinoy 230-249 mm;Upakovka dlya konditerskikh izdeliy plastikovaya s nerazyemnoy kryshkoy;2. Upakovka;pod zakaz;TSK KOMUS OOO
264230a;Upakovka pryam. vnesh. 272x135x84mm, vnutr. 248kh100kh78mm, 1kg, prozrachnaya, OPS RK-40 (M);7,7;0,092;0,2;Upakovka dlya konditerskikh izdeliy plastikovaya s nerazyemnoy kryshkoy pryamougolnaya dlinoy ot 250 mm;Upakovka dlya konditerskikh izdeliy plastikovaya s nerazyemnoy kryshkoy;2. Upakovka;pod zakaz;TSK KOMUS OOO
